Ticker,Score,ROA,Margin,Debt_to_Equity
DHI,0.005249999999999998,0.06884,0.09154,0.29451
DTE,-0.41504800000000003,0.02769,0.07999,2.2906
DUK,-0.24898200040000001,0.028369999,0.15995,1.62155
DD,-0.03438800040000001,0.020669999,0.00787,0.22902
ETN,-0.13090200000000002,0.07052,0.12752,1.05059
EBAY,-0.19515999760000002,0.091450006,0.18571,1.53012
ECHO,-0.39708600000000005,0.01319,-0.38712,1.23757
ECL,-0.19685000000000002,0.07233,0.12566,1.38023
EIX,-0.36259199999999997,0.04092,0.19281,2.28042
EW,0.08206000159999999,0.083680004,0.15431,0.06568
ELV,-0.112706,0.03832,0.02468,0.68953
EME,0.052204,0.12029,0.07738,0.13432
EMR,-0.05245400200000003,0.068969995,0.13828,0.6767700000000001
ETR,-0.30949199600000005,0.02683,0.13329001,1.8677000000000001
EOG,0.09521800000000002,0.11017,0.25733,0.25891
EQT,0.10403000000000001,0.06629,0.29176,0.19594999999999999
EFX,-0.17437599880000001,0.061550003,0.10729,1.20956
EQIX,-0.24778600000000006,0.03683,0.15479,1.6221700000000001
ERIE,0.10749600000000001,0.14147,0.14007,0.0256
ESS,-0.14942199920000004,0.029560002,0.20893,1.2240900000000001
EL,-0.46010799999999996,0.0523,0.01209,2.4293199999999997
EG,0.008939999999999997,0.02489,0.11376,0.23260000000000003
EVRG,-0.24870799999999998,0.02908,0.15192,1.60554
ES,-0.306776,0.03302,0.10354,1.807
EXC,-0.29952399560000004,0.028110001,0.10989001,1.77362
EXE,0.08341000000000001,0.08486,0.2197,0.19207000000000002
EXPE,-0.3842379968,0.061079998,0.12968001,2.30271
EXPD,0.037966,0.1523,0.07634,0.26745
EXR,-0.080796,0.03358,0.2728,1.01674
XOM,0.0265299992,0.055209998,0.09072,0.15921
FFIV,0.10662799599999999,0.07977,0.21952999,0.06546
FDS,-0.01741199600000004,0.11079001,0.2321,0.7728400000000001
FICO,0.29612400000000005,0.39981,0.3405,0.0
FAST,0.126201996,0.21521999,0.15454,0.10851000000000001
FRT,-0.12454000000000004,0.03259,0.32663,1.34114
FDX,-0.23264200080000003,0.050079998,0.0468,1.35697
FDXF,0.052464,0.05669,0.07447,0.0
FERG,-0.1968459984,0,0.063200004,1.11063
FIS,-0.13732799199999998,0.04275,0.27648002,1.3251
FITB,0.09663600000000001,0.0092,0.23239,0.0
FSLR,0.160576004,0.08619001,0.32465,0.018799999999999997
FE,-0.359332,0.03682,0.06939,2.00908
FISV,0.0,0,0,0.0
FLEX,-0.1846720012,0.044159997,0.03325,1.07818
F,-0.9277640000000003,0.00348,-0.03935,4.567080000000001
FTNT,0.096968,0.14166,0.28173,0.36194000000000004
FTV,-0.055858000000000005,0.03295,0.12382,0.59283
FOXA,-0.050759998,0.095010005,0.09839,0.6406000000000001
FOX,-0.050759998,0.095010005,0.09839,0.6406000000000001
BEN,-0.004189999999999999,0.02638,0.08717,0.24805
FCX,0.011582001999999994,0.07585,0.113850005,0.32149
GRMN,0.141554004,0.12174,0.24471001,0.02513
IT,0.08866399999999999,0.1017,0.11996,0.0
GE,-0.135326,0.05065,0.17716,1.13225
GEHC,-0.13007000200000002,0.05131,0.093339995,0.93965
GEV,0.045588000000000004,0.02544,0.23035,0.28364
GEN,-0.49876999800000005,0.084910005,0.20732,3.07831
GNRC,-0.05585400000000001,0.04721,0.05817,0.49003
GD,-0.013637999999999997,0.06079,0.08179,0.35335
GIS,-0.41421799919999996,0.057350002,-0.00475,2.17629
GM,-0.39149000000000006,0.02247,0.01051,2.02341
GPC,-0.27438199999999996,0.04481,0.00131,1.4641499999999998
GILD,-0.43314199200000003,0.14085001,-0.10637999,2.2346500000000002
GPN,-0.2238219972,0.023340002,-0.091529995,0.98273
GL,-0.019610000000000002,0.03358,0.19577,0.55675
GDDY,-114.557792004,0.09882,0.17834999,573.3433
GS,-1.3223179996,0.010720001,0.31039,7.25381
HAL,-0.09070000000000003,0.07258,0.0716,0.7418600000000001
HIG,0.0303040008,0.038510002,0.1489,0.22329999999999997
HAS,-0.9458959920000003,0.13079001,0.15968001,5.310420000000001
HCA,0.084236,0.12291,0.08768,0.0
DOC,-0.178262,0.01513,0.08248,1.08653
HSIC,-0.1320459988,0.043920003,0.02963,0.80733
HSY,-0.17098600000000003,0.09922,0.12242,1.29821
HPE,-0.11570000000000001,0.02641,0.06666,0.76464
HLT,0.168240008,0.11026,0.31034002,0.0
HD,-0.6783300024000001,0.121379994,0.0841,3.80261
HONA,0.043448,0,0.10862,0.0
HON,-0.261534,0.0572,0.21581,1.85369
HRL,0.021332000400000002,0.04634,0.028210001,0.04244
HST,-0.08737999600000003,0.0433,0.16474001,0.8529800000000001
HWM,-0.02938799999999997,0.12815,0.20522,0.81368
HPQ,0.039088,0.05629,0.04143,0.0
HUBB,-0.19160800400000003,0.08427,0.14491999,1.41642
HUM,-0.13387400000000002,0.03896,0.00878,0.76485
HBAN,0.108452,0.00982,0.26131,0.0
HII,-0.0733400012,0.042779997,0.05013,0.55252
IBM,-0.29463600079999996,0.053039998,0.15522,1.8897
IEX,-0.008800000000000002,0.0684,0.1449,0.4706
IDXX,0.072518008,0.27085,0.25030002,0.67971
ITW,-0.5244340080000001,0.16924,0.19393998,3.3485300000000002
INCY,0.17694599999999996,0.16832,0.27706,0.00603
IR,-0.027093998399999986,0.051020004,0.12076,0.47903
PODD,-0.045346,0.09715,0.12291,0.66685
INTC,-0.17152200020000002,0.0141199995,-0.19794,0.48997
IBKR,-0.3364639964,0.022839999,0.16474001,2.05748
ICE,0.02322000000000002,0.02172,0.38246,0.69226
IFF,-0.070286,0.0227,0.02569,0.44821
IP,-0.187474,0.01591,-0.14205,0.68509
INTU,0.039251999999999995,0.1047,0.21289,0.43892000000000003
ISRG,0.155831992,0.10512,0.28445998,0.0
IVZ,-0.016187999999999998,0.02915,-0.00934,0.12055999999999999
INVH,-0.08614599599999997,0.02479,0.23197001,0.9442499999999999
IQV,-0.463322,0.05061,0.08096,2.57975
IRM,0.040679998800000006,0.04634,0.055359997,0.0
JBHT,-0.02598199999999999,0.0738,0.05311,0.38372999999999996
JBL,-0.563964,0.05011,0.02566,2.9713600000000002
JKHY,0.12341400000000001,0.12989001,0.19760999,0.03793
J,-0.221744,0.04551,0.0238,1.24734
JNJ,0.004889999999999992,0.08595,0.21482,0.57709
JCI,-0.061329999999999996,0.05402,0.14319,0.70107
JPM,0.145124008,0.0136,0.34921002,0.0
KVUE,-0.09222200200000003,0.06992,0.107609995,0.8161700000000001
KDP,-0.157374,0.03378,0.07103,0.99649
KEY,0.11446800019999999,0.0107700005,0.2754,0.0
KEYS,0.021292002399999982,0.072270006,0.19143,0.42094000000000004
KMB,-0.609926,0.10195,0.1179,3.48933
KIM,-0.04945399959999999,0.023740001,0.27759,0.84993
KMI,-0.10220600000000002,0.04453,0.19305,0.98619
KKR,-0.08527599999999999,0.01386,0.12201,0.69812
KLAC,0.03173599599999999,0.20799999,0.35574,0.9688
KHC,-0.145218,0.0363,-0.13639,0.52591
KR,-0.720982,0.05771,0.00708,3.73449
LHX,-0.027671997599999998,0,0.103690006,0.34574
LH,-0.10819599839999999,0.05527,0.069860004,0.7912399999999999
LRCX,0.150353996,0.22840999,0.31272,0.33049
LVS,-3.3192560000000007,0.09549,0.12588,17.03902
LDOS,-0.1797000016,0.089099996,0.07803,1.2327599999999999
LEN,-0.021876,0.03943,0.04934,0.28692
LII,-0.18870399999999998,0.15994,0.14871,1.5608199999999999
LLY,-0.108598004,0.20357001,0.33528998,1.6207099999999999
LIN,-0.02749800000000001,0.07164,0.20435,0.68947
LYV,-1.2299720000000003,0.02101,0.00513,6.202140000000001
LMT,-0.401272,0.08638,0.08163,2.34238
L,-0.04548600000000001,0.01909,0.09024,0.44609000000000004
LOW,0.079460002,0.12519,0.073460005,0.0
LULU,0.019353999999999982,0.14401,0.12782,0.44689
LITE,-0.9690979200000001,0.05815,-2.3009598,0.35987
LYB,-0.253598,0.04112,-0.01132,1.3275899999999998
MTB,0.134,0.01408,0.32092,0.0
MPC,-0.2095039976,0.087390006,0.05549,1.33328
MAR,0.179163992,0.09761,0.35029998,0.0
MRSH,-0.20411399999999996,0.07244,0.14241,1.45027
MLM,0.055329999199999993,0.045679998,0.36737,0.54945
MRVL,0.07118999200000002,0.04125,0.27934998,0.28525
MAS,0.109884,0.15857,0.11614,0.0
MA,-0.597558,0.24063,0.46339,4.39583
MKC,-0.022093995999999977,0.05136,0.21912001,0.65143
MCD,0.17987999999999998,0.1325,0.3172,0.0
MCK,0.023440000000000003,0.04743,0.01117,0.0
MDT,-0.034522,0.05118,0.13934,0.55365
MRK,-0.1902800012,0.11868,0.047659997,1.2840799999999999
META,0.09170999199999999,0.14591,0.29834998,0.42997
MET,-0.33979400000000004,0.00451,0.04567,1.7993299999999999
MTD,-33.164874,0.21098,0.21907,166.68447
MGM,-1.7699660000000004,0.01766,0.02398,8.933110000000001
MCHP,-0.11587200000000003,0.03536,0.0934,0.8368800000000001
MU,0.35044400000000003,0.3487,0.55906,0.0633
MSFT,0.15933600000000003,0.14088,0.40305,0.29118
MAA,-0.11954599999999999,0.03129,0.18173,1.0237699999999998
MRNA,-0.6568039999999999,-0.13256,-1.41427,0.19036
TAP,-0.220120004,0.03793,-0.20808001,0.7603
MDLZ,-0.11334599600000002,0.04123,0.08862001,0.82643
MPWR,0.15132399600000002,0.13573,0.24500999,0.00486
MNST,0.160267996,0.17483999,0.23079,0.00992
MCO,-0.28187600399999996,0.15619999,0.34252,2.4068199999999997
MS,-0.9255960000000003,0.01345,0.25897,5.172820000000001
MOS,-0.120394,0.01239,-0.05213,0.52249
MSI,-0.600944004,0.1125,0.17438999,3.5785
MSCI,0.247476004,0.21134001,0.40735,0.0
NDAQ,0.008186001200000015,0.058530003,0.35037,0.77687
NTAP,-0.21563200200000002,0.116560005,0.19184999,1.69498
NFLX,0.06674399599999999,0.16084999,0.28219,0.55236
NEM,0.16486199199999998,0.15755,0.33363998,0.15807000000000002
NWSA,-0.019101999999999994,0.04658,0.06347,0.31561
NWS,-0.019101999999999994,0.04658,0.06347,0.31561
NEE,-0.1839759996,0.024430001,0.32401,1.61676
NKE,-0.09389800160000002,0.06971,0.066989996,0.74289
NI,-0.2277179992,0.032420002,0.13153,1.46649
NDSN,-0.0028299984000000056,0.084709994,0.18631001,0.55619
NSC,-0.10314200000000003,0.05953,0.21021,1.05519
NTRS,0.103784,0.01276,0.2467,0.0
NOC,-0.1201759976,0.07148,0.104820006,0.95348
NCLH,-1.1951220016000002,0.042529996,0.07492,6.21051
NRG,-0.9402180000000001,0.04061,0.02563,4.83357
NUE,0.00021200000000000385,0.0732,0.07989,0.30512
NVDA,0.434998,0.53572,0.63663,0.16971
NVR,0.049288,0.16547,0.1185,0.3215
NXPI,-0.054566,0.10457,0.22564,0.93325
ORLY,0.111763996,0.13670999,0.1427,0.0
OXY,0.07098200079999999,0.046830002,0.30318,0.34511000000000003
ODFL,0.139992004,0.15775,0.19443001,0.0044
OMC,-0.1881440004,0.05092,0.017439999,1.07744
ON,-0.06243800000000002,0.0675,0.10168,0.6505500000000001
OKE,-0.225924,0.05767,0.09287,1.4306999999999999
ORCL,-0.6502480000000002,0.06505,0.25368,3.8887
OTIS,0.097664,0.14249,0.10167,0.0
PCAR,-0.0933439992,0.041160002,0.09003,0.7291
PKG,-0.1268120016,0.082779996,0.07256,0.94474
PLTR,0.260914004,0.17292999,0.49005002,0.02139
PANW,-0.000507999999999998,0.01746,0.02674,0.09094
PSKY,-0.25049399920000004,0.027490001,-0.021329999,1.26479
PH,-0.0063,0.09787,0.16968,0.5666
PAYX,-0.141402,0,0.26633,1.23967
PYPL,-0.06755399880000001,0.046230003,0.14364,0.7175100000000001
PNR,0.005465999999999999,0.08663,0.16237,0.47067
PEP,-0.3990340000000001,0.08931,0.10785,2.3894900000000003
PFE,-0.09815399999999999,0.05784,0.06804,0.74253
PCG,-0.321316,0.02568,0.11828,1.8944999999999999
PM,0.1606,0.14591,0.25559,0.0
PSX,-0.0829800008,0.06036,0.046609998,0.62884
PNW,-0.4111360000000001,0.02335,0.11525,2.3328800000000003
PNC,0.130692,0.01307,0.31366,0.0
PPG,-0.11138800120000003,0.060489997,0.09573,0.86938
PPL,-0.204196,0.03197,0.13471,1.3543399999999999
PFG,-0.02947400399999999,0.00352,0.09932999,0.35307
PG,-0.012348001999999969,0.107209995,0.18437,0.6448999999999999
PGR,0.03389599999999999,0.07839,0.12849,0.24428
PLD,0.05671799999999999,0.02516,0.43575,0.63823
PRU,-0.302014,0.00435,0.06007,1.6389099999999999
PEG,-0.20770199999999994,0.03238,0.16041,1.4240899999999999
PTC,0.119194,0.11537,0.41429,0.46335
PSA,-0.024792008000000004,0.06985,0.41632998,1.09632
PHM,0.04518200199999999,0.092080005,0.1162,0.19065000000000001
PWR,-0.09852800119999998,0.052259997,0.04032,0.6778
QCOM,0.020079999999999987,0.11612,0.21013,0.5521
DGX,-0.09978400000000001,0.06404,0.09187,0.81074
Q,-0.05377200160000001,0.053049996,0.11248,0.59992
RL,-0.12967000160000003,0.11005,0.117639996,1.10373
RJF,-0.024360000000000007,0.02576,0.15131,0.47594000000000003
RDDT,0.186734,0.15653,0.31348,0.00635
RTX,-0.06408800000000002,0.04212,0.08276,0.5702
O,-0.056415995999999996,0.02359,0.20898001,0.74722
REG,0.0009599999999999886,0.0323,0.32996,0.7197199999999999
REGN,0.12049400000000002,0.06526,0.27865,0.08535
RF,0.12892,0.01393,0.30837,0.0
RSG,-0.161148,0.0617,0.12942,1.18798
RMD,0.13870400000000002,0.14002,0.26945,0.12542
RVTY,-0.0503219996,0.023740001,0.08158,0.46225
HOOD,-0.29440199200000006,0.04528,0.42011002,2.40279
ROK,-0.11319399599999999,0.0999,0.13385001,1.0334699999999999
ROL,-0.04558599999999999,0.14061,0.1355,0.78015
ROP,0.016841999999999996,0.04232,0.30244,0.60531
ROST,-0.046030000000000015,0.12785,0.10848,0.70281
RCL,-0.32474000000000003,0.07682,0.23541,2.24816
SPGI,0.06431600000000003,0.07033,0.30536,0.42979999999999996
CRM,-0.11005800000000002,0.05704,0.2199,1.10417
SNDK,0.39894999200000003,0.43910998,0.56465,0.012769999999999998
SBAC,0.171672,0.08406,0.34512,0.0
SLB,-0.03520800000000002,0.06172,0.08527,0.47002000000000005
STX,-0.13790401600000002,0.29354998,0.26108998,1.7988
SRE,-0.09419799999999999,0.01958,0.16824,0.84663
NOW,-0.072736,0.04249,0.11336,0.67538
SHW,-0.6978000000000001,0.09516,0.11013,3.8995800000000003
SPG,-0.7181920000000002,0.05633,0.66571,5.03504
SWKS,0.018934002400000004,0.03441,0.072270006,0.11869
SJM,-0.20631200000000002,0.06257,0.02506,1.20682
SW,-0.14002200000000004,0.02621,0.01587,0.78427
SNA,0.07459400000000002,0.09849,0.19597,0.21594999999999998
SOLV,-0.1408060008,0.026989998,0.17256,1.10313
SO,-0.289292,0.03271,0.15435,1.8205799999999999
LUV,-0.174146,0.02318,0.02783,0.97275
SWK,-0.0848680012,0.038,0.040689997,0.58172
SBUX,0.052776004,0.08022001,0.05172,0.0
STT,0.0954960002,0.0086900005,0.23005,0.0
STLD,-0.031068,0.0787,0.07825,0.46924
STE,0.023896,0.06797,0.13333,0.28312000000000004
SYK,-0.03840200000000002,0.08162,0.14433,0.6439100000000001
SMCI,-0.07355400000000001,0.07877,0.0571,0.63951
SYF,0.15363600000000002,0.02902,0.35507,0.0
SNPS,-0.018464004,0.01353,0.11432999,0.34804
SYY,-1.0889980015999998,0.079679996,0.02078,5.64591
TMUS,-0.35835799999999995,0.05973,0.11455,2.1403499999999998
TROW,0.15228,0.10659,0.29262,0.03702
TTWO,-0.184866,-0.00621,-0.04792,0.81607
TPR,-0.9967,0.17543,0.19086,5.71608
TRGP,-0.94046,0.09237,0.13545,5.15794
TGT,-0.17609800000000003,0.05689,0.04078,1.07583
TEL,0.014317999999999997,0.09691,0.15609,0.43441
TDY,0.044594,0.05139,0.15292,0.18565
TER,0.17627800400000002,0.19745001,0.25766,0.02883
TSLA,-0.014342000399999999,0.019299999,0.03671,0.18373
TXN,0.020607999999999987,0.13059,0.31111,0.78036
TPL,0.342378008,0.25811002,0.60322,0.01077
TXT,-0.0618780008,0.045479998,0.06125,0.5228499999999999
TMO,-0.08049,0.05129,0.15036,0.8057500000000001
TJX,-0.17574999600000007,0.13543001,0.09729,1.3441900000000002
TKO,-0.08312800000000001,0.04496,0.0433,0.59216
TTD,0.04571400000000001,0.06252,0.13608,0.16863
TSCO,-0.440424,0.07824,0.06425,2.4871
TT,-0.009691997600000002,0.110010006,0.13278,0.5340400000000001
TDG,0.132376,0.11817,0.21277,0.0
TRV,0.03215199600000001,0.04775,0.16951999,0.27378
TRMB,-0.04896199920000001,0.04804,-0.027679998,0.28553
TFC,0.12701600040000002,0.010620001,0.30692,0.0
TYL,-0.025664000000000006,0.04176,0.13361,0.47906
TSN,-0.07366600000000001,0.02565,0.01031,0.44025
USB,0.12422400000000001,0.0116,0.29896,0.0
UBER,-0.006856000000000001,0.06877,0.17345,0.51872
UDR,-0.18505600080000006,0.022449998,0.29563,1.5614400000000002
ULTA,-0.09421199999999999,0.14843,0.0934,0.9547199999999999
UNP,-0.14906000000000003,0.09274,0.28847,1.50772
UAL,-0.367526,0.03381,0.05558,2.01641
UPS,-0.33036000120000003,0.07278,0.050819997,1.899
URI,-0.23582200000000003,0.08768,0.15673,1.6679300000000001
UNH,-0.10639800000000002,0.04871,0.03135,0.69211
UHS,-0.0705,0.08321,0.08424,0.6873999999999999
VLO,-0.016280002000000016,0.105579995,0.05446,0.40148000000000006
VEEV,0.143630002,0.075830005,0.29345,0.020409999999999998
VTR,-0.144808,0.02169,0.04093,0.8492799999999999
VLTO,-0.12134400000000002,0.10307,0.17346,1.15978
VRSN,0.379572008,0.45124,0.49769002,0.0
VRSK,0.188780004,0.18958001,0.28237,0.0
VZ,-0.3013980012,0.050479997,0.11643,1.8408099999999998
VRTX,0.168158,0.11926,0.34997,0.09766999999999999
VRT,-0.03642399599999997,0.10889,0.15088001,0.70166
VTRS,-0.191546,0.02668,-0.02787,0.9553499999999999
VICI,0.16870200000000002,0.04818,0.67496,0.60277
V,0.14392600000000003,0.1911,0.50782,0.67821
VST,-0.676816,0.05886,0.1155,3.7327999999999997
VMRK,-0.007018000000000024,0.02557,0.33253,0.75129
VMC,-0.037271999999999986,0.06044,0.13748,0.5821999999999999
WRB,0.0029620000000000063,0.03561,0.12943,0.31527
